Title,Published At,Duration (Min),Video ID,URL,Transcript
"Inflation is Down, But Can it Stay There?",2024-02-06 13:15:01+00:00,3,ANUFxe6ygA0,https://www.youtube.com/watch?v=ANUFxe6ygA0,we certainly have reached a point which would be consistent with the soft landing which is you know decent gdp growth no deterioration unemployment and inflation back to the fed's target the question is not do we have a print or set of a couple of prints that meet the soft landing the question is do we stay there for you know six months or a year and when you're trading markets that's really what you care about you don't really care about you know did we put in some few a few prints that look that way and that's where i'm a little more skeptical now i think my skepticism uh is uh placed in a slightly different place than it is than than that of last bear who um who you know is smart guy should definitely follow and read his stuff for sure i think i'm more concerned about the inflationary acceleration occurring in particularly around you know the composition if we get down to the composition of how we've achieved inflation close to the fed's mandate um what we've done is we've had really weak particularly goods prices and falling the direct and indirect effects of falling oil prices and gas prices really help get us to the point where um we're getting that 2% print and we still have elevated services prices that probably won't get us resolved resolved as quickly either housing or non-housing as people expect um given wage and inflation and also given uh the aggregate um the aggregate tenant renewal rate that's going on rather than the new uh rather than the new tenant renewal rates and so i put that together and i say looks like we could have more services inflation for longer than people expect and the odds that we'll continue to see meaningfully negative goods price inflation like we've seen would require continuation of price falls at the same pace that they have been at i'm not sure we can necessar neily predict that in the future we've seen gas prices stabilizing here are a small uptick there's reasons to believe that the geopolitical issues will flow through to rising goods prices uh on a long lag but by the end of the year and so i look at that combination of things combined with an economy that's doing pretty well i think we could easily start to see you know a bit of a a takeoff again in inflation not in two months or 3 months but by the end of the year and that would be um inconsistent with having actually achieved uh the the soft landing uh in a durable way rather than in a short-term way
What Is A Neutral Interest Rate?,2024-02-05 13:15:02+00:00,3,UgCMEUK8opE,https://www.youtube.com/watch?v=UgCMEUK8opE,why the assumption that it is quote too high given this economy right if we look back in history rates have been a lot higher than we've been seeing over the last couple of years gdp growth is still outperforming what is it that's too high about these current rate levels given everything seems to be going pretty well well i think you're right when you watch well the the one is a neutral interest r in the economy is not a theoretical concept it's an empirical concept and it the economy is going pretty well and and to be clear has gone well for six quarters during a more elevated industry environment so those folks who were saying well the lags and the lag defective interest rate heights will eventually show up if like if the lag effects of the interest rate hikes are going to show up when are they going to show up because interest rates have been you know have been elevated for quite a while ex i think it's mostly fed economists who are running econometric models that are highly focused on you know the post gfc period who are benchmarking neutral at 2.5% instead of looking at the empirical evidence of how this economy is doing which looks you know suggest that maybe the neutral the neutral fed rate is a lot closer to the 5% that we saw in the '90s than the two and a half that those economists are predicting and and so bob just to to hone in on that point a little bit more what is it that could have driven a change in the neutral interest rate is it the underlying rate of productivity growth is it underlying labor participation like what exact is it that could have changed that anchor point i think there's a couple different things that have strengthened the underlying structural growth in the economy uh a big one is that we've had a big shift in uh dent conditions you know household dents today as a function of the significant increase in incomes nominal incomes over the course of the last 15 years and the pay down of all that debt that was built up prior to the financial crisis had the debts have been meaningfully restructured and a lot of that debt service was locked in at very low rates um when rates were were were low the same thing is true for corporations and so the debt burdens that existed post gfc have moderated we have seen a pick up in productivity in the economy probably not what not driven by sort of ai and technological innovations but more traditional cyclical productivity improvements that happened late cycle that raises the the baseline interest rate and we have seen in inreased labor force growth in the last couple of years particularly related to immigration you add all those things out no one of them is so significant that would meaningfully shift uh the the benchmark neutral interest rate but you put all these things together and again we might be seeing sort of neutal interest rates in this economy that look closer to four or four an half than they do to two an
Thinking Through A Macro Lens About Economic Policy Decisions,2024-02-04 13:15:02+00:00,3,LVsFjB6fdfM,https://www.youtube.com/watch?v=LVsFjB6fdfM,from the the financial crisis on right like people know that they need to watch the fed is the fed raising or lowering short-term interest rates but to understand the true financial conditions that are affecting the economy and and the markets whether there's a tightening or easing in those conditions requires so much more it's more complex today following the financial crisis it became about quantitative easing when the fed couldn't lower short-term interest rates any f farther and it hit its lower bound with the pandemic there's so much more happening with fiscal policy and fiscal stimulus and you know even regulatory policy i'm curious like how do you think about and assess the impact of each of these when you're shaping your macro outlook and investment strategies how do you how do you kind of get your head around how all of these different policy responses are impacting the economy yeah i think most people will think about those individual pieces in a way that's relatively discreet and almost almost in a way that's like a diffusion index is this positive is this negative uh is it supportive is it contractionary and i think the key the key thing you have to do from a macroeconomic perspective is not just understand the nature of the linkages of fiscal policy or quantitative tightening or the rise in interest rates but you have to translate that into a concrete and numerical understanding of the magnitude of the influence of those activities and i think that's the thing that's a very you it's both a very hard thing to do because you have to work through all of those linkages and the quantification of them and it's also the area that i think a lot of folks will miss and so whether it's the data that you're looking at or the linkages of monetary fiscal and say regulatory policy that's what you have to do and so too often folks look for confirmatory evidence in say data that is aligned with their views without going through through that process i think like a like a funny one that came up recently is you the empire fed manufacturing index went down a lot uh earlier this week the week that we were recording and you know how many charts did we see on twitter about that and that survey first of all is a pretty bad survey in terms of quality but also it only represents 6% of the economic activity of the economy yet when you get you know a positive confirmatory dynamic like initial claims being a two-year lows people don't necessarily want want to want to uh reject that evidence when that is a highquality comprehensive coverage of the overall economy and so that's where you have to get into the nuts and bolts and really quantify these things and not rely sort of on the narrative senses of what's likely to be you know what what what one data point or set of policies is pointing to versus another yeah point six doesn't sound much not too far off from uh taylor swift's effect
Strong Job Market Fuels Equity Markets,2024-02-04 13:00:11+00:00,1,Hw0sxrDD--0,https://www.youtube.com/watch?v=Hw0sxrDD--0,are not the place to go bob maybe equity is looking more attractive right now um where would you be put putting money to work especially in a day where we're talking about record highs for the major averages but the russell 2000 didn't have a great week regional banks back in focus again right and i think what that is is is you're starting to get a a the bears are trying to pick out the the corners of the market that they think uh are going to underperform uh on a forward-looking basis and the reality is that if we're going to have the strength of growth that we see right now with the fed while maybe not cutting nearly as much as would be desired still in that easier monetary policy stance and a number of those areas like the regional banks like the russell 2k those the pricing the valuation there looks pretty good the idea that we might get a a rotation into those areas of the market here in 24 uh looks pretty pretty compelling given the overall growth dynamics that we're seeing yeah
What if Inflation Doesn't Move to 2%,2024-02-03 13:15:02+00:00,5,Gcq3ihDDXE0,https://www.youtube.com/watch?v=Gcq3ihDDXE0,and where do you see the big risk so clearly you think the the recession risk is overpriced in the market right now is there anything else that you're you know is kind of sitting in the back of your mind is okay this might be the worrisome thing i think the biggest risk is that inflation doesn't move back down durably to central banks 2% targets and uh put out something a little earlier this week if you just if you just scan through the data and you look at those data points related to say uk inflation ukuk inflation you know stabilizing core inflation stabilizing at a level that's that's you know around 5% the bank of england's mandate is two it is not five and so you know five is very far from two and if it's stabilizes at five that's going to be a real problem and there's some real risks related to that given that wage growth is growing at between six and 7% depending on how you how you measure it and the uk has real productivity stagnation the same thing in europe although europe's a little bit better but we did see a pop in inflation in the most recent print canada you're seeing you know inflation looks like it's stabilizing in that sort of 3 to four range australia the timeliest inflation numbers popped and you know looks like it's stabilizing in the 5% range like that that whole us cpi looks like it's stabilizing between three and 4% like you sort of add all those up and you sort of look at it and you go what's the world going to be like if in 6 months we've sort of stabilized here in inflation and then additionally what does that world look like if a number of these disinflationary pressures that have been important in bringing and resolving inflation from being very high to where it is today what if those disinflationary pressures flip inflationary you know in the us we've we've benefited like gas prices have gone from five to four to three bucks a gallon that's a big disinflationary impulse in the economy what happens if gas prices start to rise again goods prices globally have gone from rising in price to meaningfully contracting in price what happens if that starts to moderate go to zero or go to positive as a result of some of these geopolitical tensions that are going on all of that is a very worrisome circumstance particularly in the context of a set of global bond markets that are really pricing in expectations of a rapid shift to cuts over the course of 24 yeah and in that scenario where inflation stabilizes but stays well above central bank mandates well above the you know the 2% where it's an explicit mandate well above two where it's more implicit what do you think central banks do do they just say well we got to keep tightening up financial conditions we got to raise rates well i think the central banks are actually in a pretty good position here in a way to respond to if that circumstance arises which is the central banks can get a meaningful tightening of conditions simply by doing nothing so that's a pretty good position to be in right because they can they can basically say instead of you know cutting in line with what's priced into the markets they can they can just not ease consistent with that they can do you know they can just hold current policy let's say instead of higher for longer it's high for longer right that policy is going to be a lot more defensible it's reasonably defensible look we're just taking in more data we're seeing what's going on etc and would probably allow them to maintain economic conditions to continue to see that growth while implementing slightly tighter monetary policy which hopefully could moderate things enough to start to ease some of the pressures off on inflation but the the real sticky point the real sticky point is what happens if two steps down the line which is these economies are fine uh inflation settles in a rate that's a little too high central banks basically you know stand back from the easing cycle that's expected you get a tightening of financial conditions and it's just not enough tightening of financial conditions to then create you know inflation moving even further down you know that's a sticky point but you know between then and where we are today there's a relatively straightforward policy of doing nothing that could you know go a long way
"Economic Conditions in Europe, UK and Japan in Ealry 2024",2024-02-02 13:15:02+00:00,4,ZjraPK9drbs,https://www.youtube.com/watch?v=ZjraPK9drbs,i think in many ways europe is the exact opposite of the us in the sense of uh inflation has moderated considerably that's what you see in this upper right chart that moderation of inflation has now brought core uh and headlined inflation basically between one and two% which is where the the ecb's mandate is their sole mandate um we've seen a significant slowing of economic conditions where we've seen probably six months of negative gdp growth uh if you take a bottoms up perspective from the underlying data and don't wait for the actual gdp report that's what it's looking like here in the second half of the year and yet the amount of of easing that's priced in to the european curve is the same exact amount of easing that's priced into the us curve now think about that you've got two economies that have radically different outcomes one which has secularly tight condition conditions inflation that is still a bit above what the central bank's mandate is and growth that's above potential and and it just experienced a huge easing and you' got another economy where inflation is below the central bank's target and where growth is contracting to totally different environments and yet the same pricing and i think that creates a very interesting opportunity from a diff perspective uh the uk is another example uh of this as well pricing in basically the same amount of cuts as in the us and as in europe i think it falls nicely in between the two where growth conditions are weaker uh but there's still inflationary pressures and so uh you have a central bank that um in many ways is not even thinking about uh thinking about thinking about easing uh if you look at what their most recent votes are uh and so i think it's another case where the idea that the bank of england is going to cut anywhere near as much as the ecb over the course of 2024 seems improbable given the set of conditions that are in the uk relative to the set of conditions that are in the euro zone japan totally different story here um has uh we've we've we talked basically nine months ago for those of you follow me on twitter uh about the shift in uh central bank leadership and whether that would create a significant change in monetary policy since then the bank of japan has done a couple of tweaks of their yield curve control measures uh but has not significantly shifted their policy stance which is one that is incredibly easy uh over time and if anything that is increasingly making sense for them to not shift any further as what we see is that the inflation measures uh have come down considerably over there on the left hand side is the core inflation which is printed you know in the 1 to 2% range over the course of the last uh couple of months we saw the same with a tokyo cpi number that came out earlier this week as well as the uh wage growth numbers which were printing at zero year-over-year none of that from an inflation perspective suggests an inflation problem or an urgency to tighten and at the same time we've seen some moderation in growth particularly driven by some of the weaker demand circumstances in asia and so that's what you see over there on the right hand side is negative gdp growth low inflation this is not an economy that where it makes sense to to tighten anything yet 65 basis points of tightening are priced in to the short end in japan in 2024 the odds that that happened given the set of conditions seem very low
Why the Fed is Keeping Rates Steady?,2024-02-01 13:15:03+00:00,4,zNvayEcQbVg,https://www.youtube.com/watch?v=zNvayEcQbVg,how do you see macro conditions of olving as we move into 2024 in a lot of ways i think we're on a path at least in the us economy uh from the us economy that looks what i'm calling stronger for longer i think a lot of folks you know again if we talked at the outset you know 18 months ago thought the economy was going into an immediate recession and we're sort of surprised to the upside as the resilience occurred in many ways i think early 24 is setting in many of the the the same ways that early 23 set up where there was you know significant economic uh you know economist expectations of weakening economic conditions as well as market pricing of much weaker economic conditions i me entering the year we had something like a one-third probability that we'd see interest rates below 3% uh by the end of the year priced into the short-term interest rate markets that's not you know modest interest rate cuts in response to flagging inflation that's a sharp recession akin to 2008 that's what was priced in a 35% chance of a 2008 style dynamic going on in the us economy and there's there's nothing in way in the way of data if you focus on the data and you look at the linkages that aligns with that type of sharp recession in the economy growth is above potential unemployment rates at secular lows if anything the strength of stocks as well as the the fallen bond yields the end of 23 is creating a short-term acceleration in the economy um which we're seeing in the timeliest uh stats that are coming out none of that aligns with an immediate recession and so uh what we've seen over the course of the last you know couple of days is uh that pricing is starting to come out of the market we're starting to see those bond sell-offs we're starting to see the two-year market move back up from the lows that we saw and i think all of that around this recognition that maybe the us economy isn't going into the recession nearly as quickly as folks expect and you brought up the bond market but i wanted to ask you from an investor standpoint where do you see the big opportunities and the risks in the coming year well we're still pricing in 140 basis points of easing into the short-term interest rate market uh at a time when you know growth is above potential unemployment is a secular lows and inflation's a little too hot for the central bank's mandate like if you if you just plopped me into a random time in the world and said hey what do you think if if you saw this set of economic conditions that are unfolding plus the amount of financial market stimulation that we've seen in the recent period what do you think the central bank stance would be and my my answer would be well you maybe nothing doing nothing would be would be a totally reasonable stance for the central bank given the set of conditions i mean just think about it if you're in the fed shoes and you're getting growth that's pretty good and you're getting labor markets that are aligned with what you want and even even if inflation has come down and has close to your mandate why would you do anything right you're getting you're accomplishing all of your goals without having to do anything differently and it's it's sort of the natural state unless there's a big economic a big growth crash it's the natural state for central banks to be very slow moving and so why wouldn't the fed here be slow moving the way that it has been in the past
China is in a Disinflation Slump,2024-01-31 13:15:00+00:00,4,9UPlQQL2EWE,https://www.youtube.com/watch?v=9UPlQQL2EWE,i think the thing that's really interesting about what we see in china is china is experiencing a deflationary slump uh and that deflationary slump is something that you know plenty of economies have experienced through time the solution to a deflationary slump is relatively straightforward which is significant monetary and fiscal easing in order to restimulate the economy um and nonetheless what you've seen is that uh that policy makers and particularly the pboc uh but also the central government have chosen not to engage in that stimulation and so what you see here is a very classic set of intermarket action which i think is very interesting which is stocks are falling and basically have been at you know their lows of the last 15 years basically at 15e you know at the same price level as they were 15 years ago bond yields are falling to the lowest level that they've seen in 20 in 15 years all of that is deflationary slump dynamics and and yet you know in an economy where the debt is in their local currency they have a fair amount of flexibility from a government perspective to stimulate fiscally they have a fair amount of of uh ability to stimulate on a monetary basis and so they're just not doing it it's not a matter their conditions are not a matter of circumstance they're a matter of choice and i think if you go under the hood and and look at some of the dynamics that are going on there's really been a centralization a political centralization in particular on the monetary side of uh the pboc historically which had been driven by technocrats western educated technocrats who were implementing monetary policy um in a way that was it maybe not exactly consistent with but informed by uh historical western monetary policy approach approaches and tactics nearly all those people have been removed from the pboc quit or been uh or been shuffled out and instead political appointees have been put in place and so what we're seeing here is a set of choices uh to run a weaker economy i won't aine on the exact reasons why that's above my pay grade in terms of the geopolitical uh decisions that are going on there uh but certainly from a perspective of a macroeconomy p uh view what we're seeing is really a real prioritization of the exchange rate relative to domestic growth circumstances part of that's driven by the fact that there's been such a significant pullback in capital in china that there's an underlying weak set of conditions for the exchange rate and part of it is driven by a focus that exchange rate stability appears to be a primary goal above domestic stimulation the reason why that is is typically what you do in the circumstances you'd ease that easing would lower your currency which would be stimulative uh and support you know your stock market and they're choosing not to do that and if anything you can even see their policy is highly responsive to exactly what's going on with the exchange rat so they by a little bit more liquidity when the exchange rate stabilizes and they highly tighten liquidity domestically when the exchange rate um is facing downward pressure and so china in many ways looks like an economy that is uh and a lot of those hopes that i think uh had been dashed several times over in 2023 i think it's starting you know it's time to recognize that um from a global macroeconomic standpoint probably not worth expecting that china is going to experience a significant uh acceleration in any way that may change we'll keep you know keep an eye on the markets particularly the stock and bond market dynamics but unlikely to change in the future
An Expectations Gap for Fed Cuts,2024-01-30 13:15:00+00:00,3,7HySf80lu6Q,https://www.youtube.com/watch?v=7HySf80lu6Q,it's certainly going to be challenging for the fed to institute a rapid easing program uh either consistent with what they measure in the scp or what they say in the scp and certainly inconsistent with the extreme cuts that are priced in to the short rate market uh in an environment where inflation remains a bit above what their target is and uh parts of that inflation look pretty sticky and the economy is doing pretty and that's really the challenge that i see here in terms of the pricing which is we basically have a huge gap in expectations that has emerged over the course of the last couple of uh months where uh the macroeconomic conditions would suggest roughly stable monetary policy uh at least for the first the next you know six to 9 months the fed is suggesting that economic conditions may weaken which will cause them to cut interest rates three times over the course of 24 and at its most extreme the financial markets the short rate markets were pricing in between six and seven cuts over the same time frame so there's a big inconsistency between those two points and in particular it is driven by this right tail that you see here on the leand chart which is a very high probability expectation of a lot of cuts coming into the market likely due to the fact that there's going to be expectations of very weak economic conditions and that that's what seems like a low probability event you know the probability that the fed that the economy remains fine and that the fed does little to nothing over the course of 2024 that probability is is baked in at about 10% in terms of the options markets on december 24 short rates about a 10% probability of that whereas the probability that we have a significant recession is priced between 30 and 40% my guess is that the reality of those probabilities is flipped given the macroeconomic circumstances that the possibility that we have enough good enough growth and a modest uh increase in inflation that's sufficient to cause the fed to to be a little more hesitant to cut i'd say is in the 30 to 40% range and the odds that we have a meaningful recession consistent with what's priced in here in terms of hundreds of basis points of cuts in 2024 is probably closer to 10% and so the probabilities of the pricing look flipped relative to the probabilities of the macroeconomic realities
Markets Say the Fed Will Cut 6 or 7 times? Data and History Say Something Different,2024-01-29 13:15:07+00:00,3,xsE7diR0NVw,https://www.youtube.com/watch?v=xsE7diR0NVw,the risk you've cited is markets pricing in up to seven rate cuts in 2024 so let's get your perspective on this what are you expecting from the fed are you in the seven camp well i think the odds that we see that magnitude of cuts from the fed uh are pretty low and and the reason why that is is central banks move quickly to respond to growth slowdowns they don't necessarily respond swiftly to inflation moderating uh to around their target and so a lot of the short rate market is expecting the fed to see that lower inflation that stabilizing inflation around 2% uh and quickly cut in response when there really is no urgency uh you know for the from the fed's perspective what they see is they see an unemployment rate at secular lows they see growth above potential and they see inflation that's around their mandate and you put that all together there's no urgency to make any moves let alone cut seven times so bob make it make sense for us here because you would think if the fed does end up having to cut orbe it i i don't believe it'll be seven times but if they do what does that mean about what's happening in the economy that would have led them to cut seven times that the markets are not factoring it well i think anytime the fed quickly cuts interest rates is a time you don't want to be holding stocks and so i think there's a real disconnect between what we see priced in the stock market and what we see pric into the bond market right now stocks are pushing new highs reflecting the fact that there's a strong set of liquidity conditions and the fall in long end rates is actually on the margin stimulative to the us economy and then on the flip side when you look at the bond market uh and particularly the short rate market there's a greater than 30% chance uh that short rates will be below 3% uh in by the end of 2024 currently priced in those two things are totally out of whack the only way in which we're going to see uh interest rates get cut that rapidly is if we have a meaningful growth slowdown and a meaningful growth slowdown like that would be terrible for stocks and so i i think when you look at that mispricing the imbalance of pricing uh looks more incorrect on the bond market side than it does on the equity market side we've seen a few swings of this over the course of the last couple of years where there's continually this expectation that the fed's going to cut the fed's going to cut the fed's going to cut but it never actually transpires because the economy ends up being meaningfully stronger than what people have expected
A Review of the Recent Government Easing,2024-01-28 13:15:00+00:00,3,-wXoi6OQIaI,https://www.youtube.com/watch?v=-wXoi6OQIaI,secularly low unemployment so a very tight economy you've got growth that's doing pretty well almost all this data is that we're seeing right now most the vast majority of it is through november not really totally through december uh and uh and you've got inflation which has come down but it's not quite durably at the fed's mandate and what we've had over the course of the last 10 weeks is one of the greatest easing of financial conditions in 40 years typically the magnitude of easing of financial conditions that we've seen in the last 10 weeks would have aligned with periods of time where we bottomed where we experienced cyclical bottoms uh and they were typically uh uh created by central bank easing so the magnitude of easing that we've seen in the last 10 weeks uh a financial conditions we've seen has actually been larger than what we saw in march 2009 the bottoming of the stock market post global financial crisis and back in the 20022 2003 period where we had a bottoming of the us equity market following the tech crash those are the times that we've seen this type of easing what we're seeing today is a very different story which is a huge easing that's occurring in the context of an already tight labor market and an economy that's already operating at capacity and that's a very important dynamic very different dynamic ic than some of those previous cases and so what we see here is significant stimulation stocks are back near highs credit spreads are basically you know uh at the between 10 and 20th percentile of alltime tights you see yields have basically fully reversed 120 basis points um and so have fully reversed where they were the up move that they saw last year and gas prices which are disin inationary impulse but they're also a positive growth impulse because that savings at the pump can go directly to additional spending particularly for high propensity spending cohorts lower income high propensity spending cohorts that's essentially like a stimulus check for many of them the lower gas prices and so you add this all up this is a significant easing of financial conditions in the context of an economy that is already strong and secularly tight
What is an ETF Structure?,2024-01-27 13:15:00+00:00,3,avBaEhYIoes,https://www.youtube.com/watch?v=avBaEhYIoes,there's a structure you know it's been set up so that um for the investor it looks like a stock and has all the properties of an individual stock in terms of uh its tax structuring which means you know typically if you buy it and hold it for more than a year it's taxed at you know your your capital gains rate rather than your ordinary income rate um that's a great tax loophole to have it etfs are also advantaged relative to mutual funds in that they have the ability to wash the capital gain in the securities underneath and so therefore you don't get you i mean in the vast vast vast majority of etfs there are not capital gains distributions even for for products that have moderate turnover there are not capital gains they're typically not capital gains distributions that you see in other funds and so that what that means is you pay the taxes when you want to pay the taxes not when uh the manager you know has has redemptions or when the manager rebalances that's all very advantageous and so it's just and and not to mention the fact that it's transparent and it's liquid and it's a 40ac product you know that's uh ed sec registered and at arms length and you know create has independent custodians and independent board which you know for for hedge funds like you know how many times are you looking at hedge funds and you're saying well you know i mean what's the probability of fraud i'm not saying that there's lots of fraud but that is a thing you have to worry about well if the security in in a etf if the securities are held by an independent institution i don't touch the money right i can't touch the money it's an independent trust that holds the money not me it's an independent trust that you know uh that is highly regulated by the sec that's very advantageous from a consumer standpoint in terms of the risk of fraud or or abuse that comes from a manager yeah i've always felt if you could take your total portfolio whatever however way you invest and put the whole thing inside of a single etf you'd be in great shape because you're basically putting that tax efficient wrapper around this obviously for taxable investors you can put that tax efficient wrapper around the total portfolio obviously that's very complicated not easy to do so short of that you can try to put an etf wrapper around those return streams that mak sense most people think about etfs as um as like lowcost index funds because that's basically how they started but the tax efficiency is actually the best with moderate turnover portfolios u because you don't have to take the capital gains in and out all right you can put those all into a single wrapper and only take you know only basically take the the the the taxes only pay the taxes at the point of sale and so actually the etf structure is more tax efficient better for actively managed strategies than it is even for passively managed strategies was pretty neat
Are Expected Rate Cuts Reasonable?,2024-01-26 23:27:23+00:00,2,2KgIxq1__Nw,https://www.youtube.com/watch?v=2KgIxq1__Nw,that that sub 3% what would that do for you in your perspective on the rest of the year because they'll all start to cry about 50 basis point cuts once we get a reasonable level below 3% you can just hear them you know sort of almost like in the football stands crying for 50 basis point cuts at a time but how would you look at a sub three percent print well i think mostly that sub three% print is priced into market expectations and particularly when you look at what's priced into the short rate market in 2024 uh that to seven cuts that are already priced in are reflective of an expectation of a significant moderation in inflation the real question from the fed's perspective is whether or not just getting inflation back down uh to close to their mandate is enough to start to create a substantial cutting cycle particularly when we have a situation where growth is pretty good and asset prices are making new highs plus there's the concern of about break even inflation and long-dated break even inflations starting to rise back up here as asset prices improve and so i think part of the the site the insight that you can get is from the scp which isn't just saying that they're going to cut three times but it's it's reflective or or it it is consistent also with a period of time where unemployment rises to 4.1% so the idea that the fed's going to immediately start cutting if unemployment stays here in the threes growth is pretty good and pce just moves to mandate it's not obvious that they're going to get the sort of cuts that are currently priced into to the short rate market for 24
"Education Gap in Understanding Macro, Investing and Saving",2024-01-26 13:15:06+00:00,5,ryS08Jh_Aj8,https://www.youtube.com/watch?v=ryS08Jh_Aj8,and and i'm curious why do you think there's just so much um and maybe you disagree but why do you think there's so much uh misunderstanding about how the economy works how markets work uh you know we're in a world where information is readily available there's probably twoo much information there's probably a lot of noise why why why do you think we're in a place where you know the average investor doesn't have a good grasp of these concepts if uh financial twitter's any indication there's certainly plenty of noise out there so much noise very valuable to uh to you get a lot out of it but there's a lot of noise you have to filter through things i you know i think at it at at its at its core i think there's a real education gap that exists in understanding uh economics and and also i think there's a huge uh education gap in personal finance like we're i mean it's an example like we're teaching young kids about farm animals instead of how you know they should invest their their their their paycheck like that is you know like and 100% of people will have to figure out how to manage their paycheck and you know 1% of the employment in the us is uh in the farming industry and so like that is a fundamental gap that exists in our educational system and so i think um you know the macro econom is hard to be clear lots of things are hard you know writing a good essay is hard um you know understanding uh physics is hard there's lots of different things that are hard but we don't spend time societally in prioritizing a deep br understanding of macroeconomics when it is a thing that affects everyone's lives every single day uh which is kind of incredible in a way that they you you you live your life and you make your personal uh you know your personal decisions when the mortgage rate goes down any person in the market who's thinking about a h buying a house which is you know 2 thir of the people in the us buy you know own houses it affects all of those people uh and yet we don't we don't talk about it and so uh i think that's a real gap and i think um it's particularly a gap that is harmful for those people who don't have access to this information i think you know increasingly it's becoming more available and understandable for you know in various channels but there's still not a good canonical way in which we educate people in the way that we do biology chemistry physics math it doesn't make sense yeah i mean that's one of the reasons i'm doing this podcast is when i when i look at the other information out there i feel like there's just a lot of misinformation it's almost like you you would have been better off not hearing that because it could lead you down the wrong path and and i'm just trying to share some insights that hopefully are helpful to investors yeah it's it's a it's just such a fascinating field you know if you think about you know the average person they have to work really hard to earn money and then they take that money and they put it in some investment you know to sa for retirement or you know down the road and and you know all that hard work could be wasted on investing inefficiently which when i look at kind of the the average person it their portfolio is really out of balance it's basically you know one bet and it's just uh it's kind of overly risky and it doesn't have to be that way i totally agree and and it's how they alloc how you allocate your savings and then also all the different steps all the ways in which you can allocate savings like all the planning aspects which are so crit i mean so so critical to getting the best outcome that you can and a place where you know if you ask the average personent the street like what do you do uh in what's the most efficient way to save your money it is not obvious right we're not we don't have these conversations um with the everyday you know the everyday person about how best to save how best to structure it how best to create a great portfolio all of those things um you know it there there's a huge gap in terms of the education it's the role the i mean the great thing is there's also tons of advisers out there who really understand this stuff well and and are um are out there trying to educate their clients and put them in the best position so i think there's a there's a there's a a great force for good that's out there uh to do this in a in a better way but there's still a huge gap between what the man on the street understands and and what and and what is actually available to them and and how to best implement a portfolio
Cash vs Beta vs Alpha,2024-01-25 13:15:05+00:00,5,nP5NvIdUbwo,https://www.youtube.com/watch?v=nP5NvIdUbwo,you think of the world as there's beta and there's alpha so there are returns that are uh risk premium that you collect by holding risky assets so this is kind of buy and hold you have a positive expected return and then there are trades that you can make and and you know in a moment we'll get into your market views um but maybe just quickly summarize uh that distinction between the source of returns and then how you think about balancing those two in a well diversified portfolio when it comes down to it can generate returns from three different sources there's cash the cash rate you know essentially the central banks set what that is you you get it for free uh and with no risk uh in t- bills and stuff like that there's beta as you say passive investing uh and over time you'd expect uh you'd expect assets to outperform cash and the reason why that is is that the sort of fundamental construct of markets is that you forgo the riskless cash return to hand your money to someone whether it's to lend or to invest and you would expect a higher return as a result than holding cash and it's a reason why if you look back through time you know very very rarely over meaningful periods of time do does cash outperform assets in fact you know over i mean over any one year time frame over any 12-month time frame uh you know it's like 7030 that that assets outperform cash and so um the choice to overweight cash is actually an alpha choice and you have to be darn good at that timing in order to actually have conviction that you should overweight cash since so often assets outperform cash and then the last choice as you say is making bets in markets and when you think about a portfolio you want to think about each one of those different pieces in a different way first of all you want to think about your overall risk tolerance i mean we talked about uh we talked about you know can you absorb 75 or 50% draw downs in your portfolio um or say for instance you're getting close to retirement and you really want a lot of conviction about exactly you know how much capital you have for retirement and so that sort of gives you the sense of what's the choice between cash and assets right the amount of risk that you're willing to take in order to generate in order to generate returns and excessive cash and so that's different for every individual and you know you just want to think about that thoughtfully and proactively to target your return and then when you think about assets the real question is how much do you want to put in uh in passive investing versus active investing and there's an important tradeoff there which is you know passive investing generally has lower expected returns particularly relative to the risk that you're taking uh but it's more consistent right more more reliable you would expect assets to outperform cash over time whereas alpha you have the opport opportunity probably to get a better return relative to the risk that you're taking but the reliability is lower and so how do you balance these things i mean the frank reality is there's no obvious way to do it because you have to take into consideration a a variety of different things including how reliable you think one is versus the other how much skill you think managers have i think if you look at big institutional managers they're allocating something like 80% of their capital to beta in one form or another whether it's liquid or liquid and about 20 % of their capital to alpha strategies and i think that basically is about right um in the sense of you know in general beta strategies are going to give you you know pretty good consistent return so you really want to rely on that uh but alpha can help protect portfolios uh gen you know particularly in in difficult times and so you want to put something on it but you don't want to go overweight it so something like 8020 makes sense which you know is the answer to every uh it's either 8020 or 5050 those are the answers to all life's waiting questions yeah that sounds about right and then i guess it's also you know alpha is a zero sum game it's a negative sum game if you add fees you know in a lot of cases uh maybe the the managers can generate alpha they can outperform but they take that in fees and and the investors don't get as much as uh as they might otherwise so i think you have to weigh that as well you know and passive investing just you know heading to zero in terms of cost right and fees like the the biggest issue for an investor is fees and the reason why that is is alpha is uncertain fees are certain right what whatever the fee is you know what that that management fee certain that pass through let me tell you it's certain and it's big
